recip,ing_group,meth_group
Salted tomato salad,"[{""ing_group"":""300g heritage tomatoes , various shapes and sizes""},{""ing_group"":""1 red onion""},{""ing_group"":""1 garlic clove""},{""ing_group"":""8 small basil leaves""},{""ing_group"":""1 tbsp olive oil""},{""ing_group"":""1 tbsp nigella seeds""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Chop the tomatoes into equal-sized chunks and slice the onion, then transfer them to a bowl. Grate the garlic, then add to the tomatoes, along with the basil leaves.""},{""meth_group"":""STEP 2""},{""meth_group"":""Sprinkle with ½ tsp salt, pour over the oil and toss together. Leave to infuse for up to 30 mins, then serve sprinkled with nigella seeds.""}]"
Mix & match seafood tacos,"[{""ing_group"":""8 crispy corn taco shells""},{""ing_group"":""2 sushi-grade skinless salmon fillets (about 250g), cut into 1cm cubes (ask your fishmonger)""},{""ing_group"":""2 tbsp soy sauce""},{""ing_group"":""2 tbsp Yuzu juice or lime juice""},{""ing_group"":""1 tsp sesame oil""},{""ing_group"":""1 avocado , stoned, peeled and cubed""},{""ing_group"":""nori seaweed , sliced, to serve""},{""ing_group"":""1 tsp olive oil""},{""ing_group"":""1 crushed garlic""},{""ing_group"":""1 tsp crushed ginger""},{""ing_group"":""3 spring onions , sliced, plus extra to serve""},{""ing_group"":""1⁄2 tsp finely chopped red chilli""},{""ing_group"":""250g raw king prawns , roughly chopped""},{""ing_group"":""1 lime , zested and juiced, plus wedges to serve""},{""ing_group"":""1⁄2 small bunch coriander , leaves picked""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""For the salmon, combine all the ingredients, except the avocado and seaweed, in a bowl and mix well. Cover and leave to marinate in the fridge while you prepare the other ingredients.""},{""meth_group"":""STEP 2""},{""meth_group"":""For the prawns, heat the olive oil in a pan over a high heat. Add the garlic, ginger, spring onions and chilli, stirring into the oil for 20 secs. Add the prawns and stir constantly until cooked through and pink. Remove from the heat and stir through the lime zest and juice.""},{""meth_group"":""STEP 3""},{""meth_group"":""Stir the avocado into the salmon and warm the taco shells following pack instructions. Fill each taco with the prawns or the salmon. Top the salmon tacos with the seaweed and the prawn tacos with coriander and extra spring onions. Squeeze over lime wedges to serve.""}]"
Sweet potatoes with red pepper & halloumi,"[{""ing_group"":""4 medium sweet potatoes""},{""ing_group"":""1 tbsp olive oil""},{""ing_group"":""8 mint leaves , finely chopped""},{""ing_group"":""225g halloumi , cut into 4 slices""},{""ing_group"":""4 fat strips grilled red pepper""},{""ing_group"":""butter (optional)""},{""ing_group"":""1 lemon , halved""},{""ing_group"":""small bunch parsley , chopped""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Rub each potato with a little oil and salt, then wrap in a double layer of foil.""},{""meth_group"":""STEP 2""},{""meth_group"":""Pour the oil into a bowl and stir in the mint. Add the halloumi and toss until well coated in the minty oil. Wrap each piece in a strip of pepper. Cut four lengths of foil about 1cm wide and wrap one around the middle of each parcel to hold them together. You could use skewers instead, but be careful not to split the cheese.""},{""meth_group"":""STEP 3""},{""meth_group"":""Heat the barbecue. When the coals glow red, put the potatoes directly on them. Cook for 30 mins, turning halfway. Unwrap a potato and check if it is cooked through. If not, rewrap and cook more, checking every 10 mins. Alternatively, bake in the oven at 200C/180C fan/gas 6 for 50 mins-1 hr.""},{""meth_group"":""STEP 4""},{""meth_group"":""Meanwhile cook the pepper parcels on the barbecue or a griddle pan for 3-4 mins each side or until the pepper chars and the cheese melts a bit. Remove from the grill and unwind the foil or remove the skewers. Split the potatoes, add butter if you like, then lay a parcel in the centre of each. Add a squeeze of lemon and scatter over some parsley to serve.""}]"
,,
Choc hazelnut ice cream sandwich,"[{""ing_group"":""2 scoops chocolate & salted caramel ice cream , softened""},{""ing_group"":""4 double chocolate cookies""},{""ing_group"":""2 handfuls hazelnuts , roasted and chopped""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Put a scoop of ice cream on 2 cookies, then top with 2 more cookies and squish down a bit so the ice cream reaches the edges.""},{""meth_group"":""STEP 2""},{""meth_group"":""Put the hazelnuts on a plate. Roll the sides of each ice cream sandwich through the nuts, like a wheel, to create a nutty edge, then either pop in the freezer if you want to serve them later, or devour immediately.""}]"
Choc hazelnut ice cream sandwich,"[{""ing_group"":""2 scoops chocolate & salted caramel ice cream , softened""},{""ing_group"":""4 double chocolate cookies""},{""ing_group"":""2 handfuls hazelnuts , roasted and chopped""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Put a scoop of ice cream on 2 cookies, then top with 2 more cookies and squish down a bit so the ice cream reaches the edges.""},{""meth_group"":""STEP 2""},{""meth_group"":""Put the hazelnuts on a plate. Roll the sides of each ice cream sandwich through the nuts, like a wheel, to create a nutty edge, then either pop in the freezer if you want to serve them later, or devour immediately.""}]"
Mozzarella sticks,"[{""ing_group"":""400g block mozzarella (not in water)""},{""ing_group"":""50g flour""},{""ing_group"":""2 eggs""},{""ing_group"":""150g breadcrumbs""},{""ing_group"":""2 tsp smoked paprika""},{""ing_group"":""2 tsp dried oregano""},{""ing_group"":""vegetable or sunflower oil for frying""},{""ing_group"":""dips , to serve""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Cut the mozzarella into ‘chips’. Tip the flour into a bowl and season well. Whisk the eggs in a second bowl and tip the breadcrumbs, paprika and oregano into a third. Coat the mozzarella sticks in the flour, then the egg, then the breadcrumbs. Transfer to a parchment-lined tray and freeze for at least 2 hrs.""},{""meth_group"":""STEP 2""},{""meth_group"":""Heat enough oil to come 2-3cm up the side of a saucepan. When hot, drop in a test chip – it should sizzle straight away and brown within a minute or two. The secret is to cook them long enough to crisp up the outside without letting the mozzarella ooze out – it may take you a few practice chips to get it right. Cook the chips in batches and drain on kitchen paper. Serve hot with your favourite dip.""}]"
Roast pistachio-stuffed peaches with orange blossom cream,"[{""ing_group"":""6 peaches , halved and pitted""},{""ing_group"":""100g pistachios (shelled weight)""},{""ing_group"":""½ lemon , finely zested""},{""ing_group"":""1 ½ tbsp caster sugar""},{""ing_group"":""1 small egg , beaten""},{""ing_group"":""3 tsp orange blossom water""},{""ing_group"":""250ml apple juice""},{""ing_group"":""icing sugar , to serve""},{""ing_group"":""250ml double or whipping cream""},{""ing_group"":""½ orange , zested""},{""ing_group"":""2 tbsp icing sugar (or to taste)""},{""ing_group"":""1 tsp orange blossom water""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat oven to 180C/160C fan/gas 4. Put the peach halves in a gratin dish in a single layer without too much space around them (otherwise the apple juice will simply reduce and burn).""},{""meth_group"":""STEP 2""},{""meth_group"":""Crush the pistachios roughly using a pestle and mortar, then mix in the lemon zest, sugar, egg and 1 tsp orange blossom water. Fill the cavity of each peach with this stuffing, mounding it over the top if you have too much.""},{""meth_group"":""STEP 3""},{""meth_group"":""Mix the apple juice with the rest of the orange blossom water and pour it around the peaches. Bake for 30-45 mins, depending on ripeness. The peaches should be tender and slightly caramelised on the top.""},{""meth_group"":""STEP 4""},{""meth_group"":""Whip the cream until it holds its shape, then add the orange zest and sugar, and taste for sweetness. Stir in 1/2 tsp of the orange blossom water and taste. Add more if you like, but be careful not to make the cream too perfumed.""},{""meth_group"":""STEP 5""},{""meth_group"":""Serve the peaches at room temperature, with a little icing sugar sifted on top, some of the cooking juices spooned around and the cream on the side.""}]"
Veggie Indian burger,"[{""ing_group"":""2 vegetarian bean burgers""},{""ing_group"":""¼ red onion""},{""ing_group"":""¼ cucumber""},{""ing_group"":""½ large ripe tomato""},{""ing_group"":""¼ small bunch  coriander""},{""ing_group"":""2 seeded wholemeal  burger buns""},{""ing_group"":""2 tbsp raita""},{""ing_group"":""2 tbsp mango chutney""},{""ing_group"":""20g spicy Bombay mix""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Cook the vegetarian bean burgers following pack instructions. Finely chop the red onion, cucumber, tomato and coriander and mix together in a bowl. Lightly toast the burger buns. Divide the raita, burgers, mango chutney, the tomato, onion and cucumber salad and Bombay mix between each bun.""}]"
Charred nectarine & prosciutto panzanella,"[{""ing_group"":""3 slices sourdough""},{""ing_group"":""4 tbsp olive oil""},{""ing_group"":""1 tbsp thyme leaves""},{""ing_group"":""1 tbsp capers""},{""ing_group"":""1⁄2 lemon , juiced""},{""ing_group"":""2 tsp Dijon mustard""},{""ing_group"":""4-6 ripe nectarines , halved and stoned""},{""ing_group"":""bunch of basil""},{""ing_group"":""50g sorrel or spinach leaves""},{""ing_group"":""handful of chervil""},{""ing_group"":""handful of tarragon""},{""ing_group"":""2 tbsp ricotta""},{""ing_group"":""100g prosciutto""},{""ing_group"":""handful of roasted hazelnuts , chopped""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat oven to 200C/180C fan/gas 6. Brush the bread with 1 tbsp of the olive oil and scatter over some sea salt and thyme leaves. Roast for 15 mins, turning once, until crispy and golden. Break up into a bowl and toss with the capers.""},{""meth_group"":""STEP 2""},{""meth_group"":""Meanwhile, whisk together the lemon juice, 2 tbsp olive oil, a pinch of salt and the mustard to make a dressing, then pour half over the bread.""},{""meth_group"":""STEP 3""},{""meth_group"":""Heat a grill pan to a high heat and sprinkle in some sea salt. Drizzle the nectarines with the remaining 1 tbsp oil and grill, flesh-side down, until charred. Add to the bowl with the bread, along with the basil, sorrel, chervil and tarragon.""},{""meth_group"":""STEP 4""},{""meth_group"":""Season and toss everything together, then pile onto a serving platter. Top with the ricotta, prosciutto and hazelnuts, and serve with the remaining dressing on the side, if you like.""}]"
BBQ chorizo potato salad,"[{""ing_group"":""750g new potatoes , halved if large""},{""ing_group"":""4-6 large cooking  chorizo (or 12 small ones)""},{""ing_group"":""150ml soured cream""},{""ing_group"":""3 tbsp mayonnaise""},{""ing_group"":""1 tsp Dijon mustard""},{""ing_group"":""1 celery stalk , finely diced (optional)""},{""ing_group"":""1 tbsp dill , very finely chopped""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Put the potatoes in a pan of cold salted water and bring to the boil. Simmer for 15 mins or until tender and a knife goes in easily. Drain the potatoes and return to the pan, then stand for 5-10 mins to steam-dry. Cut them into bite-sized pieces, season with salt, cover and chill until cold.""},{""meth_group"":""STEP 2""},{""meth_group"":""Heat the barbecue (or heat a griddle pan if cooking indoors). Halve each large chorizo lengthways and put them, cut-side down, on the barbecue (small chorizo can go on whole). Cook, turning once or twice, until they are crisp around the edges and cooked through. Slice the chorizo into pieces.""},{""meth_group"":""STEP 3""},{""meth_group"":""Combine the soured cream, mayonnaise and mustard, then add to the cold potatoes with the celery and dill. Gently fold the potatoes into the dressing, taking care not to break up them too much. Scatter the chorizo on top to serve.""}]"
Slow-roasted courgettes with fennel & orzo,"[{""ing_group"":""pinch of saffron""},{""ing_group"":""1⁄2 bulb of fennel , sliced""},{""ing_group"":""100g cherry tomatoes , halved""},{""ing_group"":""1 bay leaf""},{""ing_group"":""2 tbsp olive oil""},{""ing_group"":""pinch of dried chilli flakes""},{""ing_group"":""120ml dry white wine""},{""ing_group"":""4-6 baby to medium-sized courgettes""},{""ing_group"":""1 lemon , zested""},{""ing_group"":""50g sourdough breadcrumbs""},{""ing_group"":""200g orzo""},{""ing_group"":""1 tbsp pine nuts , toasted""},{""ing_group"":""1 tbsp ricotta""},{""ing_group"":""handful of dill""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Put the saffron in a small bowl and cover with 1/2 tbsp of boiling water. Heat oven to 180C/160C fan/gas 4. Put the fennel in a roasting tin with the tomatoes and bay leaf, drizzle over some oil, season and toss together with the chilli flakes. Pour over the wine. Prick the courgettes all over with a fork and place on top of the fennel. Drizzle with a little more oil, then season and cover with foil.""},{""meth_group"":""STEP 2""},{""meth_group"":""Roast for 1 1/2 - 2 hrs, turning the courgettes halfway through, removing the foil for the last 5 mins. The courgettes should be very soft. Lift the courgettes from the pan and set aside.""},{""meth_group"":""STEP 3""},{""meth_group"":""Meanwhile, heat 1 tbsp olive oil in a frying pan over a medium heat. Add half the lemon zest and breadcrumbs, and gently fry until the bread is golden and crunchy. Set aside.""},{""meth_group"":""STEP 4""},{""meth_group"":""Cook the orzo in a pan of boiling water until al dente, then drain. Toss with the fennel, tomatoes, pine nuts, the saffron and its water. Season.""},{""meth_group"":""STEP 5""},{""meth_group"":""Divide the orzo between plates and add half the ricotta to each, drizzle with olive oil and sprinkle with sea salt. Top with the courgettes and scatter over the breadcrumbs, remaining lemon zest and sprigs of dill.""}]"
